EVTDESCDUEL112;[From.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [From.GetHerHim], but [From.GetBestName] stands back up, determined to fight on.;[From.GetBestName] est au sol, incapable de résister à votre attaque. Vous l'avez blessé, mais [From.GetBestName] se relève, déterminé à combattre.;[From.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [From.GetHerHim], but [From.GetBestName] stands back up, determined to fight on.;;[From.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [From.GetHerHim], but [From.GetBestName] stands back up, determined to fight on.;;;;;;;;;x
EVTDESCDUEL11;You and [FromFrom.GetBestName] are getting ready to cross arms yet another time. Surely [FromFrom.GetSheHe] must be nearly beaten now?;You and [FromFrom.GetBestName] are getting ready to cross arms yet another time. Surely [FromFrom.GetSheHe] must be nearly beaten now?;You and [FromFrom.GetBestName] are getting ready to cross arms yet another time. Surely [FromFrom.GetSheHe] must be nearly beaten now?;You and [FromFrom.GetBestName] are getting ready to cross arms  yet another time. Surely [FromFrom.GetSheHe] must be nearly beaten now?;;You and [FromFrom.GetBestName] are getting ready to cross arms yet another time. Surely [FromFrom.GetSheHe] must be nearly beaten now?;;;;;;;;x
EVTDESCDUEL12;You and [From.GetBestName] recover from the furious fight, and are ready for another round. You scan [From.GetHerHim] to see if [From.GetSheHe] is getting tired yet.;You and [From.GetBestName] recover from the furious fight, and are ready for another round. You scan [From.GetHerHim] to see if [From.GetSheHe] is getting tired yet.;You and [From.GetBestName] recover from the furious fight, and are ready for another round. You scan [From.GetHerHim] to see if [From.GetSheHe] is getting tired yet.;You and [From.GetBestName] recover from the furious fight, and are ready for another round. You scan [From.GetHerHim] to see if [From.GetSheHe] is getting tired yet.;;You and [From.GetBestName] recover from the furious fight, and are ready for another round. You scan [From.GetHerHim] to see if [From.GetSheHe] is getting tired yet.;;;;;;;;x
EVTDESCDUEL13;You and [From.GetBestName] are getting ready to cross arms yet another time. Surely [From.GetSheHe] must be nearly beaten now?;You and [From.GetBestName] are getting ready to cross arms yet another time. Surely [From.GetSheHe] must be nearly beaten now?;You and [From.GetBestName] are getting ready to cross arms yet another time. Surely [From.GetSheHe] must be nearly beaten now?;You and [From.GetBestName] are getting ready to cross arms yet another time. Surely [From.GetSheHe] must be nearly beaten now?;;You and [From.GetBestName] are getting ready to cross arms yet another time. Surely [From.GetSheHe] must be nearly beaten now?;;;;;;;;x
EVTDESCDUEL201;[FromFrom.GetBestName] tries to fight back, but you force your way through, easily overpowering [FromFrom.GetHerHis] pathetic defense. You strike for [FromFrom.GetHerHis] heart with all your might!;[FromFrom.GetBestName] tente de résister, mais vous imposez votre rythme, passant facilement à travers sa pathétique défense. De toute votre force, vous frappez droit vers son coeur !;[FromFrom.GetBestName] tries to fight back, but you force your way through, easily overpowering [FromFrom.GetHerHis] pathetic defense. You strike for [FromFrom.GetHerHis] heart with all your might!;[FromFrom.GetBestName] tries to fight back, but you force your way through, easily overpowering [FromFrom.GetHerHis] pathetic defense. You strike for [FromFrom.GetHerHis] heart with all your might!;;[FromFrom.GetBestName] tries to fight back, but you force your way through, easily overpowering [FromFrom.GetHerHis] pathetic defense. You strike for [FromFrom.GetHerHis] heart with all your might!;;;;;;;;x
EVTDESCDUEL202;You try to hold [From.GetBestName] back, but [From.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [From.GetSheHe] needs…;Vous essayez de repousser [From.GetBestName], mais son attaque est imparable ! Vous êtes déstabilisé pendant une seconde, et une seconde c'est tout ce dont [From.GetSheHe] a besoin…;You try to hold [From.GetBestName] back, but [From.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [From.GetSheHe] needs…;You try to hold [From.GetBestName] back, but [From.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [From.GetSheHe] needs…;;You try to hold [From.GetBestName] back, but [From.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [From.GetSheHe] needs…;;;;;;;;x
EVTDESCDUEL203;[From.GetBestName] crumples to the ground, lifeless. You wipe [From.GetHerHis] blood from your weapon. The deed is done. [From.GetSheHeCap] is dead.;[From.GetBestName] gît à terre, du sang s'écoulant de la blessure fatale que vous lui avez infligé. Vous essuyez votre arme avec de la terre. C'est fait. [From.GetSheHeCap] est mort.;[From.GetBestName] crumples to the ground, lifeless. You wipe [From.GetHerHis] blood from your weapon. The deed is done. [From.GetSheHeCap] is dead.;[From.GetBestName] crumples to the ground, lifeless. You wipe [From.GetHerHis] blood from your weapon. The deed is done. [From.GetSheHeCap] is dead.;;[From.GetBestName] crumples to the ground, lifeless. You wipe [From.GetHerHis] blood from your weapon. The deed is done. [From.GetSheHeCap] is dead.;;;;;;;;x
EVTDESCDUEL2;You and [FromFrom.GetBestName] slowly circle each other, tense and focused. You scan [FromFrom.GetHerHim] for any sign of weakness, any opening in [FromFrom.GetHerHis] defense that you could possibly exploit.;Avec [FromFrom.GetBestName], vous vous tournez lentement autour, raidis et concentrés. Vous tentez de percevoir le moindre signe de faiblesse chez lui, la moindre ouverture dans sa défense, que vous pourriez peut-être exploiter.;You and [FromFrom.GetBestName] slowly circle each other, tense and focused. You scan [FromFrom.GetHerHim] for any sign of weakness, any opening in [FromFrom.GetHerHis] defense that you could possibly exploit.;You and [FromFrom.GetBestName] slowly circle each other, tense and focused. You scan [FromFrom.GetHerHim] for any sign of weakness, any opening in [FromFrom.GetHerHis] defense that you could possibly exploit.;;You and [FromFrom.GetBestName] slowly circle each other, tense and focused. You scan [FromFrom.GetHerHim] for any sign of weakness, any opening in [FromFrom.GetHerHis] defense that you could possibly exploit.;;;;;;;;x
EVTDESCDUEL301;You and [FromFrom.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [FromFrom.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [FromFrom.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;You and [FromFrom.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [FromFrom.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL302;You and [From.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [FromFrom.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [From.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;You and [From.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [From.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL303;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc à travers votre bras alors que votre lance frappe votre adversaire.;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;;;;;;;x
EVTDESCDUEL304;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que la lance de votre adversaire vous frappe !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock as your opponent's lance crashes into you!;;;;;;;;x
EVTDESCDUEL305;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que la lance de votre adversaire traverse votre bouclier et rentre dans votre chair !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the slam of your opponent's lance into your shield, shattering it and wounding you!;;;;;;;;x
EVTDESCDUEL306;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds him!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc alors que votre lance traverse le bouclier de votre adversaire et rentre dans sa chair !;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds him!;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds him!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances shatters your opponent's shield and wounds him!;;;;;;;;x
EVTDESCDUEL309;Your lance smashes into [FromFrom.GetBestName]'s shield, and [FromFrom.GetSheHe] topples from [FromFrom.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;Votre lance se brise sur le bouclier de [FromFrom.GetBestName] qui est jeté à bas de son cheval. Vous mettez votre cheval au trot puis faîtes demi-tour au bout de la lice, levant votre lance au ciel tandis que la foule acclame votre victoire.;Your lance smashes into [FromFrom.GetBestName]'s shield, and [FromFrom.GetSheHe] topples from [FromFrom.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;Your lance smashes into [FromFrom.GetBestName]'s shield, and [FromFrom.GetSheHe] topples from [FromFrom.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;;Your lance smashes into [FromFrom.GetBestName]'s shield, and [FromFrom.GetSheHe] topples from [FromFrom.GetHerHis] horse. You slow your horse to a trot and turn, raising your lance into the sky while the crowd cheers your victory.;;;;;;;;x
EVTDESCDUEL310;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;La lance de [From.GetBestName] se brise sur votre bouclier, vous tentez désespéremment de rester en selle mais le choc est trop fort. Vous êtes désarçonné et vous écrasez au sol tandis que la foule acclame la victoire de [From.GetTitledFirstName].;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;;;;;;;;x
EVTDESCDUEL311;[FromFrom.GetBestName] tries to take the blow on [FromFrom.GetHerHis] shield, but your lance slips past, driving hard into [FromFrom.GetHerHis] neck. The wood cracks and your opponent slips from [FromFrom.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [FromFrom.GetHerHis] own blood. You have won, but at what cost?;[FromFrom.GetBestName] tente de prendre le coup sur son bouclier, mais votre lance dévie et le frappe violemment au cou. Le bois craque et votre adversaire chute de son cheval. A terre, il agonise, s'etouffant dans son propre sang. Vous avez gagné, mais à quel prix ?;[FromFrom.GetBestName] tries to take the blow on [FromFrom.GetHerHis] shield, but your lance slips past, driving hard into [FromFrom.GetHerHis] neck. The wood cracks and your opponent slips from [FromFrom.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [FromFrom.GetHerHis] own blood. You have won, but at what cost?;[FromFrom.GetBestName] tries to take the blow on [FromFrom.GetHerHis] shield, but your lance slips past, driving hard into [FromFrom.GetHerHis] neck. The wood cracks and your opponent slips from [FromFrom.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [FromFrom.GetHerHis] own blood. You have won, but at what cost?;;[FromFrom.GetBestName] tries to take the blow on [FromFrom.GetHerHis] shield, but your lance slips past, driving hard into [FromFrom.GetHerHis] neck. The wood cracks and your opponent slips from [FromFrom.GetHerHis] horse and lies in the dirt, slowly dying in a pool of [FromFrom.GetHerHis] own blood. You have won, but at what cost?;;;;;;;;x
EVTDESCDUEL312;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;Vous essayez de prendre le coup sur votre bouclier mais elle dévie. Vous avez juste le temps de lâcher un cri avant que la grande lance de bois ne frappe votre gorge, et tout devient noir.;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;;You try to take the blow on your shield, but it slips past. You have just time enough time to fill with horror before the great wooden spear drives itself into your throat, and everything goes dark.;;;;;;;;x
EVTDESCDUEL313;[From.GetBestName]'s lance has wounded you, and you try to cling to your horse, but you can't hold on. You fall down into the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;La lance de [From.GetBestName] se brise sur votre bouclier, vous tentez désespéremment de rester en selle mais le choc est trop fort. Vous êtes désarçonné et vous écrasez au sol tandis que la foule acclame la victoire de [From.GetTitledFirstName].;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;;[From.GetBestName]'s lance smashes into your shield, and you try to cling to your horse, but the force is too much. You are thrown from the saddle, and are left in the dirt as the crowd cheers for [From.GetTitledFirstName]'s victory.;;;;;;;;x
EVTDESCDUEL3;You and [From.GetBestName] slowly circle each other, tense and focused. You scan [From.GetHerHim] for any sign of weakness, any opening in [From.GetHerHis] defense that you could possibly exploit.;Avec [FromFrom.GetBestName] vous vous tournez lentement autour, raidis et concentrés. Vous tentez de percevoir le moindre signe de faiblesse chez lui, la moindre ouverture dans sa défense que vous pourriez peut-être exploiter.;You and [From.GetBestName] slowly circle each other, tense and focused. You scan [From.GetHerHim] for any sign of weakness, any opening in [From.GetHerHis] defense that you could possibly exploit.;You and [From.GetBestName] slowly circle each other, tense and focused. You scan [From.GetHerHim] for any sign of weakness, any opening in [From.GetHerHis] defense that you could possibly exploit.;;You and [From.GetBestName] slowly circle each other, tense and focused. You scan [From.GetHerHim] for any sign of weakness, any opening in [From.GetHerHis] defense that you could possibly exploit.;;;;;;;;x
