#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESCmagic.78;[Root.GetTitledName],\nyour [GetFromFromRelation] [FromFrom.GetFirstName] have displayed a magic talent, and as luck would have it, I am capable of teaching [FromFrom.GetHerHim] to control [FromFrom.GetHerHis] talents!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.78;Ok;;;;;;;;;;;;;x
EVTDESCmagic.80;[Root.GetTitledName],\nyour [GetFromFromRelation] [FromFrom.GetFirstName] have displayed a magic talent, and after some consideratons I have decided that I can no longer serve as the childs guardian!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.80;Ok;;;;;;;;;;;;;x
EVTDESCmagic.90;Under the guidance of [Root.Guardian.GetTitledName] I have becmae a sorcerer.;;;;;;;;;;;;;x
EVTOPTAmagic.90;Ok;;;;;;;;;;;;;x
EVTDESCmagic.91;Under your guidance your [GetFromRelation] [From.GetFirstName] has learned the secrets of magic.;;;;;;;;;;;;;x
EVTOPTAmagic.91;Ok;;;;;;;;;;;;;x
EVTDESCmagic.92;[Root.GetTitledName],\nunder my guidance your [GetFromFromRelation] [FromFrom.GetFirstName] have learned the secrets of magic.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.92;Ok;;;;;;;;;;;;;x
EVTDESCmagic.93;Under the guidance of [Root.Guardian.GetTitledName] I have learned to contol and surpress my magic talents.;;;;;;;;;;;;;x
EVTOPTAmagic.93;Ok;;;;;;;;;;;;;x
EVTDESCmagic.94;Under your guidance your [GetFromRelation] [From.GetFirstName] has learned to contol and surpress [From.GetHerHis] magic talents.;;;;;;;;;;;;;x
EVTOPTAmagic.94;Ok;;;;;;;;;;;;;x
EVTDESCmagic.95;[Root.GetTitledName],\nunder my guidance your [GetFromFromRelation] [FromFrom.GetFirstName] have learned to contol and surpress [FromFrom.GetHerHis] magic talents.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.95;Ok;;;;;;;;;;;;;x
EVTDESCmagic.96;It seems the guidance of [Root.Guardian.GetTitledName] wasn't enough to learn to contol and surpress my magic talents.;;;;;;;;;;;;;x
EVTOPTAmagic.96;Ok;;;;;;;;;;;;;x
EVTDESCmagic.97;It seems your guidance wasn't enough for your [GetFromRelation] [From.GetFirstName] has learned to contol and surpress [From.GetHerHis] magic talents.;;;;;;;;;;;;;x
EVTOPTAmagic.97;Ok;;;;;;;;;;;;;x
EVTDESCmagic.98;[Root.GetTitledName],\nmy guidance wasn't enough for your [GetFromFromRelation] [FromFrom.GetFirstName] to learn to contol and surpress [FromFrom.GetHerHis] magic talents.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.98;Ok;;;;;;;;;;;;;x
EVTDESCmagic.121;Your [GetFromRelation], [From.GetTitledFirstName], has revealed you that [From.GetSheHe] has a knack for magic and wishes to learn to control [From.GetHerHis] talent properly. As such, [From.GetSheHe] asks you permission to leave to do so.;;;;;;;;;;;;;x
EVTOPTAmagic.121;I will not allow it!;;;;;;;;;;;;;x
EVTOPTBmagic.121;Very weel, you have my permission.;;;;;;;;;;;;;x
EVTDESCmagic.1000;After serching for a sorcerer to serve you and advise on matters of magic, you have found a suitable candidate from...;;;;;;;;;;;;;x
EVTOPTAmagic.1000;Areztua Academy.;;;;;;;;;;;;;x
EVTOPTBmagic.1000;Ban Ard Academy.;;;;;;;;;;;;;x
EVTDESCmagic.1011;My Lord,\nseeing as you have no need for my talens I have decided to return to[From.Liege.PrimaryTitle.GetName].\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1011;Damn.;;;;;;;;;;;;;x
EVTDESCmagic.1021;My Lord,\nI wish to inform you that I have taken residence in the old tower of [From.PrimaryTitle.GetName].\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1021;Ok.;;;;;;;;;;;;;x
EVTDESCmagic.1022;My Lord,\nI wish to inform you that I have taken residence in the old tower of [From.PrimaryTitle.GetName] as such I cannot continue my services to you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1022;Damn.;;;;;;;;;;;;;x
EVTDESCmagic.1023;My Lord,\nI wish to inform you that I have taken residence in the old tower of [From.PrimaryTitle.GetName] since you are the righful lord of the land this I pledge my services to you.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1023;Ok.;;;;;;;;;;;;;x
EVTDESCmagic.1034;My Lord,\nI wish to inform you that I have taken residence in the old tower of [FromFrom.PrimaryTitle.GetName] since you are the righful lord of the land this I pledge my services to you.\n\nSigned,\n[FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1034;Ok.;;;;;;;;;;;;;x
EVTDESCmagic.1042;My Lord,\nseeing as you have no appreciation of my talents I have decided to no longer be part of your council.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTAmagic.1042;Damn.;;;;;;;;;;;;;x
