#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCsorcery.201;Finally! I knew that my effort will not go unrewarded. After few hours of search I found the book I was looking for.;;;;;;;;;;;;;x
EVTOPTAsorcery.201;A night of reading awaits;;;;;;;;;;;;;x
EVTDESCsorcery.21;Do I like you?;;;;;;;;;;;;;x
EVTOPTAsorcery.21;Yes;;;;;;;;;;;;;x
EVTOPTBsorcery.21;No;;;;;;;;;;;;;x
EVTDESCsorcery.210;While wandering around the library I met [From.GetBestName] who kindly walked me to the desired section of the library. Unfortunately to my annoyance he would not quit talking about the greatness of the empire and the barbaric ways of the filthy northerners. By the end I was so sick of it that I stopped him and proudly shouted to his face... ;;;;;;;;;;;;;x
EVTOPTAsorcery.210;I am a northerner!;;;;;;;;;;;;;x
EVTDESCsorcery.211;While wandering around the library I met [From.GetBestName]who kindly walked me to the section of the library I was looking for. We were talking all the way there and I was positively suprised with how nice the people in Nilfgaard can be. It's good to meet once in a while a person so fascinating like [From.GetBestName].;;;;;;;;;;;;;x
EVTOPTAsorcery.211;Such a nice person;;;;;;;;;;;;;x
EVTDESCsorcery.22;I've waited for the cover of darkness to sneak the magic book out of the library. When walking down the winding alleyways I've noticed someone following me. Not sure of his intentions I decided to act rather be taken by surprise.;;;;;;;;;;;;;x
EVTOPTAsorcery.22;Confront the man and ask him what he wants;;;;;;;;;;;;;x
EVTOPTBsorcery.22;Don't risk it and run away;;;;;;;;;;;;;x
EVTDESCsorcery.221;I decided to run. Choosing the most crooked alleys and darkest corners, taking many turns and twists I managed to lose the assailant and get him off my track.;;;;;;;;;;;;;x
EVTOPTAsorcery.221;I successfully got away;;;;;;;;;;;;;x
EVTDESCsorcery.220;I chose the most crooked alleys and darkest corners, taking many turns and twists trying to lose the man, but it was to no avail. I got myself so confused that in the end I walked right into him and he wasn't too happy with my puny attempt at getting away.;;;;;;;;;;;;;x
EVTOPTAsorcery.220;What do you want from me?;;;;;;;;;;;;;x
EVTDESCsorcery.23;After a night in a nearby tavern the robber was now just a distant memory. I have packed my belongings and asked the squires to prepare my horse. In a matter of minutes my retinue was packed and ready. I was glad the journey was nearly over.;;;;;;;;;;;;;x
EVTOPTAsorcery.23;It is time to go home;;;;;;;;;;;;;x
EVTDESCsorcery.24;After many days of journey I have finally arrived home. The servants greeted me warmly, and there was plenty of food and celebration during the first few days. Even though I enjoyed it very much I did not become complacent and remembered the greater purpose at hand.;;;;;;;;;;;;;x
EVTOPTAsorcery.24;There are many months of difficult study ahead of me;;;;;;;;;;;;;x
EVTDESCsorcery.25;After many months and countless hours of study I have finally found a way to gain magical abilities. I can use the power of the intersection to perform a ritual of transfer. To make it happen I will require a willing or an unwilling participant whose powers can be taken from them and transfered onto myself.;;;;;;;;;;;;;x
EVTOPTAsorcery.25;I should befrend a mage at my court and ask him to hand me his powers;;;;;;;;;;;;;x
EVTOPTBsorcery.25;There is no time to waste I will sacrifice a gifted child to acomplish the task;;;;;;;;;;;;;x
EVTDESCsorcery.250;I decided to convince a willing sorcerer to transfer his powers to me. This may prove difficult and the suitable mage will definately require a compensation for his sacrifice, but I am certain this is the right way to do this. All i need to do now is have a friendly sorcerer in my court.;;;;;;;;;;;;;x
EVTOPTAsorcery.250;This is the right way;;;;;;;;;;;;;x
EVTDESCsorcery.251;I haven't got this far to waste time on making friends. I will send my scouts in search of a suitable child and plot to kidnap it when the time is right. No one should miss a magical lowborn once I sacrifice it for my own cause.;;;;;;;;;;;;;x
EVTOPTAsorcery.251;The act of creation requires sacrifice;;;;;;;;;;;;;x
EVTDESCsorcery.26;Mage spoken to;;;;;;;;;;;;;x
EVTOPTAsorcery.26;Mage sends message;;;;;;;;;;;;;x
EVTDESCsorcery.27;I have spoken with [From.GetBestName] and [From.GetSheHe] agreed to my proposal under the condition that I will grant [From.GetHerHim] land to rule as [From.GetHerHis] own.;;;;;;;;;;;;;x
EVTOPTAsorcery.27;I will give you the land;;;;;;;;;;;;;x
EVTOPTBsorcery.27;I have no land to give, but will compensate that with money;;;;;;;;;;;;;x
EVTOPTCsorcery.27;I need to think this through;;;;;;;;;;;;;x
EVTOPTDsorcery.27;I will give neither. Guards hold [From.GetHerHim] down;;;;;;;;;;;;;x
EVTDESCsorcery.270;I have spoken with [From.GetBestName] and [From.GetSheHe] refused outright saying that I have neither enough land nor money to give to compensate [From.GetHerHim] for the potential loss of magical powers.;;;;;;;;;;;;;x
EVTOPTAsorcery.270;We will look into this in a years time, I may have something then;;;;;;;;;;;;;x
EVTDESCsorcery.28;The sorcerer accepted my offer and woved to speak further on this matter in a months time, after dealing with few loose ends that needed sorting out while [From.GetSheHe] still had [From.GetHersHis] powers at hand.;;;;;;;;;;;;;x
EVTOPTAsorcery.28;I understand;;;;;;;;;;;;;x
EVTDESCsorcery.29;Event Ping for ID30;;;;;;;;;;;;;x
EVTOPTAsorcery.29;OK;;;;;;;;;;;;;x
EVTDESCsorcery.30;The sorcerer returned just as promised but instead of willingly participating in the ritual [From.GetHeShe] had the nerve to ask for a substantial amount of money to cover some unexplainable expenses.;;;;;;;;;;;;;x
EVTOPTAsorcery.30;Very well, as long as these are the last expenses I have to cover;;;;;;;;;;;;;x
EVTOPTBsorcery.30;How dare you! Few weeks in the dungeon will change your mind;;;;;;;;;;;;;x
EVTDESCsorcery.31;I will not talk says mage;;;;;;;;;;;;;x
EVTOPTAsorcery.31;Not talk;;;;;;;;;;;;;x
EVTDESCsorcery.32;My dungeons seemed to have little effect on [From.GetFirstName] for after all the horrors I subjected [From.GetHerHim] to [From.GetSheHe] was still not willing to cooperate at all. This is of no consequence. I will find a way to convince [From.GetHerHim] to take part in the ritual whether [From.GetSheHe] wants it or not.;;;;;;;;;;;;;x
EVTOPTAsorcery.32;Another month in the prison should change your mind;;;;;;;;;;;;;x
EVTOPTBsorcery.32;I will whipp the consent out of you;;;;;;;;;;;;;x
EVTOPTCsorcery.32;Off with your hand!;;;;;;;;;;;;;x
EVTOPTDsorcery.32;You wont need your eyes for the ritual;;;;;;;;;;;;;x
EVTDESCsorcery.33;Mage decides whether to agree;;;;;;;;;;;;;x
EVTOPTAsorcery.33;Wound check and response;;;;;;;;;;;;;x
EVTDESCsorcery.340;Traitor and rebel [From.GetSheHe] is. After spending months in my dungeon [From.GetSheHe] still dared to refuse my request. I will mend your crooked ways.;;;;;;;;;;;;;x
EVTOPTAsorcery.340;Off to the torture chamber with you;;;;;;;;;;;;;x
EVTDESCsorcery.341;After months of unsavory persuasion [From.GetFirstName] agreed that I was in my right as [From.GetHerHis] liege and master to ask [From.GetHerHim] to participate willingly in the ritual I devised. Begging for mercy [From.GetSheHe] admitted [From.GetHerHis] wrongdoings and agreed to transfer [From.GetHerHis] power to me.;;;;;;;;;;;;;x
EVTOPTAsorcery.341;I will prepare the ritual at once, and some crossbowmen just in case;;;;;;;;;;;;;x
EVTDESCsorcery.35;The candles were burning brightly when the sorcerer stepped in the middle of the magical circle drawn at the intersection. [From.GetSheHe] began to concentrate and harnessed the power of the magical crossing to separate [From.GetHerHis] magical abilities from [From.GetHerHis] physical body transfering them onto me.;;;;;;;;;;;;;x
EVTOPTAsorcery.35;I humbly accept this gift;;;;;;;;;;;;;x
EVTDESCsorcery.36;Child is born;;;;;;;;;;;;;x
EVTOPTAsorcery.36;OK;;;;;;;;;;;;;x
EVTDESCsorcery.37;After days of searching my scouts have finally found a lowborn child born with magical powers. All I need to do now is initiate a plot against it and gather enough supporters to drag it back to my court in chains.;;;;;;;;;;;;;x
EVTOPTAsorcery.37;I should start plotting as soon as I'm ready;;;;;;;;;;;;;x
EVTDESCsorcery.38;Its been years since any real progress and I am not gettin any younger. I need to start considering other options or double my efforts to achieve my goal.;;;;;;;;;;;;;x
EVTOPTAsorcery.38;I should find another way;;;;;;;;;;;;;x
EVTOPTBsorcery.38;I need a bit more time;;;;;;;;;;;;;x
EVTDESCsorcery.39;There may be another way to evoke the powers of sorcery in a mere mortal. A gift of precious blood could pay the price, but such blood could only come from a close relative like my child. I should think about it.;;;;;;;;;;;;;x
EVTOPTAsorcery.39;Whatever it takes, I am ready to make the sacrifice;;;;;;;;;;;;;x
EVTOPTBsorcery.39;This is madness, I simply need a bit more time;;;;;;;;;;;;;x
EVTOPTCsorcery.39;But I have no children;;;;;;;;;;;;;x
EVTDESCsorcery.391;It is never an easy thing for a parent to lose their child, but in this instance the death was worth it. I may be hated by others but I am proud of myself that I have acomplished the task. I hold the gift of magical powers.;;;;;;;;;;;;;x
EVTOPTAsorcery.391;The deed is done;;;;;;;;;;;;;x
EVTDESCsorcery.40;I have gathered enough supporters and the time is right. I will send a band of thugs to kidnap the child when it is most vulnerable. I'm sure my supporters will point out to possible openings.;;;;;;;;;;;;;x
EVTOPTAsorcery.40;Set the plan in motion;;;;;;;;;;;;;x
EVTOPTBsorcery.40;This is too cruel, I cannot kidnap a child;;;;;;;;;;;;;x
EVTDESCsorcery.41;I am kidnapped;;;;;;;;;;;;;x
EVTOPTAsorcery.41;Sad sad child;;;;;;;;;;;;;x
EVTDESCsorcery.42;The hired thugs succeeded at kidnapping the child and brought it crying and in chains before my throne. I should feel bad, but somehow this sight pleases me most.;;;;;;;;;;;;;x
EVTOPTAsorcery.42;I should prepare the ritual;;;;;;;;;;;;;x
EVTDESCsorcery.43;I am being sacrificed;;;;;;;;;;;;;x
EVTOPTAsorcery.43;bye bye;;;;;;;;;;;;;x
EVTDESCsorcery.44;I held the dagger firmly in my hand while the child was struggling to release itself from my choking grasp. But by the end, when the blade struck its heart, it could do nothing more than release a silent cry of misery. The magical crossing worked as intended, transfering the power of the child onto myself.;;;;;;;;;;;;;x
EVTOPTAsorcery.44;It was a cruel but necessary deed;;;;;;;;;;;;;x
EVTDESCsorcbattle.1;Fighter ping event;;;;;;;;;;;;;x
EVTOPTAsorcbattle.1;Start Battle;;;;;;;;;;;;;x
EVTDESCsorcbattle.100;Round Fight Two;;;;;;;;;;;;;x
EVTOPTAsorcbattle.100;Start Battle Engine;;;;;;;;;;;;;x
EVTDESCsorcbattle.2;The hooded individual stood there for a moment smiling at me, and without much explanation he drew his sword and demanded to give him all my money.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.2;Surrender;;;;;;;;;;;;;x
EVTOPTBsorcbattle.2;Attack him with your sword;;;;;;;;;;;;;x
EVTOPTCsorcbattle.2;Try to knock him out and escape;;;;;;;;;;;;;x
EVTOPTDsorcbattle.2;Beg him not to take all your money;;;;;;;;;;;;;x
EVTDESCsorcbattle.3;The hooded bandit was fast, but still slow enough for me to parry his attack and counter it before he could guard. My aim was true and blade sharp. Before he could do anything his cold body was lying by my feet.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.3;Mors tua, vita mea;;;;;;;;;;;;;x
EVTDESCsorcbattle.4;The hooded bandit was quicker than me and before I could strike or defend myself his blade struck me drawing blood.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.4;I am too wounded to fight;;;;;;;;;;;;;x
EVTOPTBsorcbattle.4;I've been maimed;;;;;;;;;;;;;x
EVTOPTCsorcbattle.4;Tis only a flesh wound;;;;;;;;;;;;;x
EVTDESCsorcbattle.6;I tried to run as fast as I could, but the bandit was somehow faster than me and before I knew it he struck me with his sword right on the back halting my escape.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.6;I cannot fight any more, the battle is lost;;;;;;;;;;;;;x
EVTOPTBsorcbattle.6;His strike maimed me;;;;;;;;;;;;;x
EVTOPTCsorcbattle.6;I have been wounded;;;;;;;;;;;;;x
EVTDESCsorcbattle.7;Exchanging a few more blows we stood back where we started and I had to quickly make a decision what to do to survive this encounter.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.7;I surrender;;;;;;;;;;;;;x
EVTOPTBsorcbattle.7;You shall taste my steel;;;;;;;;;;;;;x
EVTOPTCsorcbattle.7;Make a run for it;;;;;;;;;;;;;x
EVTOPTDsorcbattle.7;Beg for mercy;;;;;;;;;;;;;x
EVTDESCsorcbattle.700;After pleading my case I was surprise to see the attacker understanding my reasoning and offering me a better deal of surrender.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.700;I gladly accept your terms, I surrender;;;;;;;;;;;;;x
EVTOPTBsorcbattle.700;I changed my mind, fight me scum!;;;;;;;;;;;;;x
EVTDESCsorcbattle.800;The robber was hardly impressed with my fake tears and pleas and demanded that I fight or unconditionally surrender.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.800;So be it;;;;;;;;;;;;;x
EVTDESCsorcbattle.8;I tried my best, but that wasn't enough, after a difficult battle I was wounded too bad to fight. Seeing continuous drops of blood escaping my body I began to lose consciousness and fell down losing the fight.;;;;;;;;;;;;;x
EVTOPTAsorcbattle.8;Even the mightiest falls;;;;;;;;;;;;;x
EVTDESCsorcery.31;O lookie lookie ein bookie;;;;;;;;;;;;;x
EVTOPTAsorcery.31;I read.;;;;;;;;;;;;;x
EVTOPTBsorcery.31;I no read.;;;;;;;;;;;;;x
EVTDESCsorcery.32;Succeed;;;;;;;;;;;;;x
EVTOPTAsorcery.32;Study text;;;;;;;;;;;;;x
EVTOPTBsorcery.32;Sell for more;;;;;;;;;;;;;x
EVTOPTCsorcery.32;Study intensly;;;;;;;;;;;;;x
EVTDESCsorcery.33;Fail;;;;;;;;;;;;;x
EVTOPTAsorcery.33;get jinxed;;;;;;;;;;;;;x
EVTOPTBsorcery.33;use shield;;;;;;;;;;;;;x
EVTOPTCsorcery.33;use countermagic;;;;;;;;;;;;;x
EVTOPTDsorcery.33;use countermagic polymath;;;;;;;;;;;;;x
EVTDESCsorcery.34;Got jinxed;;;;;;;;;;;;;x
EVTOPTAsorcery.34;Acknowledge curse;;;;;;;;;;;;;x
EVTDESCsorcery.35;Fights curse;;;;;;;;;;;;;x
EVTOPTAsorcery.35;Learned valuable lesson;;;;;;;;;;;;;x
